Name,Path,Price
lg_dh1,/static/media/lg_dh1.cd6f2bad.jpg,2000
lg_dh2,/static/media/lg_dh2.c0ce0cf0.jpg,2000
lg_dh3,/static/media/lg_dh3.92062116.jpg,2000
lg_dh4,/static/media/lg_dh4.c676b516.jpg,2000
lg_dh8,/static/media/lg_dh8.5f4c51b0.jpg,2000
lg_dh16,/static/media/lg_dh16.5b0f50e4.jpg,2000
lg_dh18,/static/media/lg_dh18.0882032e.jpg,2000
lg_dh19,/static/media/lg_dh19.138d7183.jpg,2000
